<java.lang.Object: java.lang.Object clone()>
<sun.misc.Unsafe: boolean compareAndSwapObject(java.lang.Object,long,java.lang.Object,java.lang.Object)>
<sun.misc.Unsafe: void putObject(java.lang.Object,long,java.lang.Object)>
<sun.misc.Unsafe: void putObjectVolatile(java.lang.Object,long,java.lang.Object)>
<sun.misc.Unsafe: java.lang.Object getObjectVolatile(java.lang.Object,long)>
<sun.misc.Unsafe: java.lang.Object getObject(java.lang.Object,long)>
<sun.net.TelnetInputStream: int read()>
<com.google.android.exoplayer2.source.ExtractorMediaPeriod$ExtractorHolder: com.google.android.exoplayer2.extractor.Extractor selectExtractor(com.google.android.exoplayer2.extractor.ExtractorInput,android.net.Uri)>
<com.fasterxml.jackson.databind.ser.std.StdArraySerializers$LongArraySerializer: void serialize(long[],com.fasterxml.jackson.core.JsonGenerator,com.fasterxml.jackson.databind.SerializerProvider)>
<com.fasterxml.jackson.databind.ser.std.StdArraySerializers$LongArraySerializer: void serializeContents(long[],com.fasterxml.jackson.core.JsonGenerator,com.fasterxml.jackson.databind.SerializerProvider)>
<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>
<com.google.protobuf.GeneratedMessage: boolean parseUnknownField(com.google.protobuf.CodedInputStream,com.google.protobuf.UnknownFieldSet$Builder,com.google.protobuf.ExtensionRegistryLite,int)>
<org.whispersystems.jobqueue.persistence.JavaJobSerializer: org.whispersystems.jobqueue.Job deserialize(org.whispersystems.jobqueue.EncryptionKeys,boolean,java.lang.String)>
<org.whispersystems.jobqueue.persistence.JavaJobSerializer: java.lang.String serialize(org.whispersystems.jobqueue.Job)>
<com.google.zxing.qrcode.QRCodeWriter: com.google.zxing.common.BitMatrix encode(java.lang.String,com.google.zxing.BarcodeFormat,int,int)>
<com.google.zxing.qrcode.QRCodeWriter: com.google.zxing.common.BitMatrix encode(java.lang.String,com.google.zxing.BarcodeFormat,int,int,java.util.Map)>
<com.fasterxml.jackson.core.JsonParser: byte[] getBinaryValue()>
<sun.security.util.DerIndefLenConverter: byte[] convert(byte[])>
<java.nio.channels.spi.AbstractInterruptibleChannel: void end(boolean)>
<com.google.android.mms.pdu_alt.PduHeaders: void setOctet(int,int)>
<com.android.internal.view.IInputMethodSession$Stub$Proxy: void updateExtractedText(int,android.view.inputmethod.ExtractedText)>
<com.android.internal.view.IInputMethodSession$Stub$Proxy: void updateSelection(int,int,int,int,int,int)>
<com.android.internal.view.IInputMethodSession$Stub$Proxy: void viewClicked(boolean)>
<com.android.internal.view.IInputMethodSession$Stub$Proxy: void displayCompletions(android.view.inputmethod.CompletionInfo[])>
<com.fasterxml.jackson.databind.deser.impl.BeanAsArrayBuilderDeserializer: java.lang.Object _deserializeFromNonArray(com.fasterxml.jackson.core.JsonParser,com.fasterxml.jackson.databind.DeserializationContext)>
<com.fasterxml.jackson.databind.deser.impl.BeanAsArrayBuilderDeserializer: java.lang.Object _deserializeNonVanilla(com.fasterxml.jackson.core.JsonParser,com.fasterxml.jackson.databind.DeserializationContext)>
<com.fasterxml.jackson.databind.deser.impl.BeanAsArrayBuilderDeserializer: java.lang.Object _deserializeUsingPropertyBased(com.fasterxml.jackson.core.JsonParser,com.fasterxml.jackson.databind.DeserializationContext)>
<com.fasterxml.jackson.databind.deser.impl.BeanAsArrayBuilderDeserializer: java.lang.Object _deserializeWithCreator(com.fasterxml.jackson.core.JsonParser,com.fasterxml.jackson.databind.DeserializationContext)>
<com.fasterxml.jackson.databind.deser.impl.BeanAsArrayBuilderDeserializer: java.lang.Object finishBuild(com.fasterxml.jackson.databind.DeserializationContext,java.lang.Object)>
<com.google.android.mms.pdu_alt.GenericPdu: void setMessageType(int)>
<com.google.android.mms.pdu_alt.GenericPdu: void setMmsVersion(int)>
<sun.misc.HexDumpEncoder: void encodeBufferPrefix(java.io.OutputStream)>
<sun.misc.HexDumpEncoder: void encodeLinePrefix(java.io.OutputStream,int)>
<sun.misc.HexDumpEncoder: void encodeAtom(java.io.OutputStream,byte[],int,int)>
<sun.misc.HexDumpEncoder: void encodeLineSuffix(java.io.OutputStream)>
<com.google.android.exoplayer2.trackselection.DefaultTrackSelector: com.google.android.exoplayer2.trackselection.TrackSelection[] selectTracks(com.google.android.exoplayer2.RendererCapabilities[],com.google.android.exoplayer2.source.TrackGroupArray[],int[][][])>
<com.google.android.exoplayer2.trackselection.DefaultTrackSelector: com.google.android.exoplayer2.trackselection.TrackSelection selectVideoTrack(com.google.android.exoplayer2.RendererCapabilities,com.google.android.exoplayer2.source.TrackGroupArray,int[][],int,int,int,boolean,boolean,int,int,boolean,com.google.android.exoplayer2.trackselection.TrackSelection$Factory,boolean,boolean)>
<com.fasterxml.jackson.databind.jsontype.impl.AsExternalTypeSerializer: void _writeArrayPrefix(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator)>
<com.fasterxml.jackson.databind.jsontype.impl.AsExternalTypeSerializer: void _writeArraySuffix(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator,java.lang.String)>
<com.fasterxml.jackson.databind.jsontype.impl.AsExternalTypeSerializer: void _writeObjectPrefix(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator)>
<com.fasterxml.jackson.databind.jsontype.impl.AsExternalTypeSerializer: void _writeObjectSuffix(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator,java.lang.String)>
<com.fasterxml.jackson.databind.jsontype.impl.AsExternalTypeSerializer: void _writeScalarPrefix(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator)>
<com.fasterxml.jackson.databind.jsontype.impl.AsExternalTypeSerializer: void _writeScalarSuffix(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator,java.lang.String)>
<android.media.MediaCodec: void queueInputBuffer(int,int,int,long,int)>
<android.media.MediaCodec: void queueSecureInputBuffer(int,int,android.media.MediaCodec$CryptoInfo,long,int)>
<java.net.Socket: void createImpl(boolean)>
<java.net.Socket: java.net.SocketImpl getImpl()>
<java.net.Socket: void connect(java.net.SocketAddress)>
<java.net.Socket: void connect(java.net.SocketAddress,int)>
<java.net.Socket: void bind(java.net.SocketAddress)>
<java.net.Socket: java.io.InputStream getInputStream()>
<java.net.Socket: java.io.OutputStream getOutputStream()>
<java.net.Socket: void setSoTimeout(int)>
<java.net.Socket: void close()>
<sun.security.util.DerInputBuffer: int peek()>
<sun.security.util.DerInputBuffer: void truncate(int)>
<sun.security.util.DerInputBuffer: java.math.BigInteger getBigInteger(int,boolean)>
<sun.security.util.DerInputBuffer: int getInteger(int)>
<sun.security.util.DerInputBuffer: byte[] getBitString(int)>
<com.fasterxml.jackson.databind.deser.std.StringCollectionDeserializer: java.util.Collection deserialize(com.fasterxml.jackson.core.JsonParser,com.fasterxml.jackson.databind.DeserializationContext,java.util.Collection)>
<sun.security.util.DerInputBuffer: byte[] getBitString()>
<sun.security.util.DerInputBuffer: sun.security.util.BitArray getUnalignedBitString()>
<sun.security.util.DerInputBuffer: java.util.Date getUTCTime(int)>
<sun.security.util.DerInputBuffer: java.util.Date getGeneralizedTime(int)>
<android.support.v7.preference.PreferenceInflater: android.support.v7.preference.Preference onCreateItem(java.lang.String,android.util.AttributeSet)>
<java.util.ResourceBundle$Control: java.util.ResourceBundle newBundle(java.lang.String,java.util.Locale,java.lang.String,java.lang.ClassLoader,boolean)>
<java.io.DataOutputStream: void writeShort(int)>
<java.io.DataOutputStream: void writeChar(int)>
<java.io.DataOutputStream: void writeInt(int)>
<java.io.DataOutputStream: void writeLong(long)>
<java.io.DataOutputStream: void writeFloat(float)>
<java.io.DataOutputStream: void writeDouble(double)>
<org.ccil.cowan.tagsoup.HTMLScanner: void scan(java.io.Reader,org.ccil.cowan.tagsoup.ScanHandler)>
<sun.nio.ch.FileChannelImpl: void implCloseChannel()>
<java.io.DataOutputStream: void writeUTF(java.lang.String)>
<com.fasterxml.jackson.databind.ser.DefaultSerializerProvider: void _serializeNull(com.fasterxml.jackson.core.JsonGenerator)>
<sun.nio.ch.FileChannelImpl: int write(java.nio.ByteBuffer)>
<com.fasterxml.jackson.databind.ser.DefaultSerializerProvider: void serializeValue(com.fasterxml.jackson.core.JsonGenerator,java.lang.Object)>
<sun.nio.ch.FileChannelImpl: long position()>
<sun.nio.ch.FileChannelImpl: java.nio.channels.FileChannel position(long)>
<android.widget.TextView: void setInputExtras(int)>
<sun.nio.ch.FileChannelImpl: long size()>
<sun.nio.ch.FileChannelImpl: java.nio.channels.FileChannel truncate(long)>
<java.lang.ref.FinalizerReference$Sentinel: void awaitFinalization(long)>
<com.fasterxml.jackson.databind.ser.DefaultSerializerProvider: com.fasterxml.jackson.databind.JsonSerializer serializerInstance(com.fasterxml.jackson.databind.introspect.Annotated,java.lang.Object)>
<sun.nio.ch.FileChannelImpl: int read(java.nio.ByteBuffer,long)>
<sun.nio.ch.FileChannelImpl: java.nio.MappedByteBuffer map(java.nio.channels.FileChannel$MapMode,long,long)>
<com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap: com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$SerializerAndMapResult findAndAddPrimarySerializer(com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.SerializerProvider,com.fasterxml.jackson.databind.BeanProperty)>
<com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap: com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$SerializerAndMapResult findAndAddPrimarySerializer(java.lang.Class,com.fasterxml.jackson.databind.SerializerProvider,com.fasterxml.jackson.databind.BeanProperty)>
<com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap: com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$SerializerAndMapResult findAndAddSecondarySerializer(com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.SerializerProvider,com.fasterxml.jackson.databind.BeanProperty)>
<com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap: com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$SerializerAndMapResult findAndAddSecondarySerializer(java.lang.Class,com.fasterxml.jackson.databind.SerializerProvider,com.fasterxml.jackson.databind.BeanProperty)>
<sun.nio.ch.FileChannelImpl: java.nio.channels.FileLock lock(long,long,boolean)>
<com.davemorrissey.labs.subscaleview.decoder.CompatDecoderFactory: java.lang.Object make()>
<sun.nio.ch.FileChannelImpl: void release(sun.nio.ch.FileLockImpl)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: void addBeanProps(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.BeanDescription,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: void addInjectables(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.BeanDescription,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: void addObjectIdReader(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.BeanDescription,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder)>
<android.app.ActivityManagerProxy: int startActivity(android.app.IApplicationThread,java.lang.String,android.content.Intent,java.lang.String,android.os.IBinder,java.lang.String,int,int,android.app.ProfilerInfo,android.os.Bundle)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: void addReferenceProperties(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.BeanDescription,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: com.fasterxml.jackson.databind.JsonDeserializer buildBeanDeserializer(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.BeanDescription)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: com.fasterxml.jackson.databind.JsonDeserializer buildBuilderBasedDeserializer(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.BeanDescription)>
<android.app.ActivityManagerProxy: int startActivityIntentSender(android.app.IApplicationThread,android.content.IntentSender,android.content.Intent,java.lang.String,android.os.IBinder,java.lang.String,int,int,int,android.os.Bundle)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: com.fasterxml.jackson.databind.JsonDeserializer buildThrowableDeserializer(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.JavaType,com.fasterxml.jackson.databind.BeanDescription)>
<android.app.ActivityManagerProxy: void startLocalVoiceInteraction(android.os.IBinder,android.os.Bundle)>
<android.app.ActivityManagerProxy: void stopLocalVoiceInteraction(android.os.IBinder)>
<android.app.ActivityManagerProxy: boolean supportsLocalVoiceInteraction()>
<android.app.ActivityManagerProxy: boolean startNextMatchingActivity(android.os.IBinder,android.content.Intent,android.os.Bundle)>
<android.app.ActivityManagerProxy: boolean finishActivity(android.os.IBinder,int,android.content.Intent,int)>
<android.app.ActivityManagerProxy: void finishSubActivity(android.os.IBinder,java.lang.String,int)>
<android.app.ActivityManagerProxy: boolean finishActivityAffinity(android.os.IBinder)>
<android.app.ActivityManagerProxy: boolean releaseActivityInstance(android.os.IBinder)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: com.fasterxml.jackson.databind.deser.SettableAnyProperty constructAnySetter(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.BeanDescription,com.fasterxml.jackson.databind.introspect.AnnotatedMethod)>
<com.fasterxml.jackson.databind.deser.BeanDeserializerFactory: com.fasterxml.jackson.databind.deser.SettableBeanProperty constructSettableProperty(com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.BeanDescription,com.fasterxml.jackson.databind.introspect.BeanPropertyDefinition,java.lang.reflect.Type)>
<android.app.ActivityManagerProxy: void attachApplication(android.app.IApplicationThread)>
